source,file,kind,direction,magnitude,run,size,activity,ns
micro,named_wide_128.json,named,wide,128,3,1256,loading,84029
micro,named_wide_128.json,named,wide,128,3,1256,saving,81989
micro,named_wide_128.json,named,wide,128,3,1256,writing,4355093
micro,named_wide_2.json,named,wide,2,3,20,reading,975381
micro,named_wide_2.json,named,wide,2,3,20,loading,43919
micro,named_wide_2.json,named,wide,2,3,20,saving,10611
micro,named_wide_2.json,named,wide,2,3,20,writing,221364
micro,list_deep_4.json,list,deep,4,3,13,reading,46517
micro,list_deep_4.json,list,deep,4,3,13,loading,56533
micro,list_deep_4.json,list,deep,4,3,13,saving,13003
micro,list_deep_4.json,list,deep,4,3,13,writing,191712
micro,list_deep_8.json,list,deep,8,3,21,reading,914643
micro,list_deep_8.json,list,deep,8,3,21,loading,62239
micro,list_deep_8.json,list,deep,8,3,21,saving,18329
micro,list_deep_8.json,list,deep,8,3,21,writing,251694
micro,named_wide_16.json,named,wide,16,3,146,reading,1142130
micro,named_wide_16.json,named,wide,16,3,146,loading,34718
micro,named_wide_16.json,named,wide,16,3,146,saving,30837
micro,named_wide_16.json,named,wide,16,3,146,writing,713158
micro,list_deep_32.json,list,deep,32,3,69,reading,131036
micro,list_deep_32.json,list,deep,32,3,69,loading,76291
micro,list_deep_32.json,list,deep,32,3,69,saving,37131
micro,list_deep_32.json,list,deep,32,3,69,writing,553080
micro,list_wide_64.json,list,wide,64,3,322,reading,1413092
micro,list_wide_64.json,list,wide,64,3,322,loading,81075
micro,list_wide_64.json,list,wide,64,3,322,saving,29704
micro,list_wide_64.json,list,wide,64,3,322,writing,828725
micro,named_wide_32.json,named,wide,32,3,296,reading,449808
micro,named_wide_32.json,named,wide,32,3,296,loading,43276
micro,named_wide_32.json,named,wide,32,3,296,saving,57799
micro,named_wide_32.json,named,wide,32,3,296,writing,1406758
micro,list_wide_128.json,list,wide,128,3,642,reading,1791333
micro,list_wide_128.json,list,wide,128,3,642,loading,114424
micro,list_wide_128.json,list,wide,128,3,642,saving,46185
micro,list_wide_128.json,list,wide,128,3,642,writing,1568268
micro,list_wide_32.json,list,wide,32,3,162,reading,1062170
micro,list_wide_32.json,list,wide,32,3,162,loading,76594
micro,list_wide_32.json,list,wide,32,3,162,saving,28125
micro,list_wide_32.json,list,wide,32,3,162,writing,589966
micro,named_deep_8.json,named,deep,8,3,53,reading,129919
micro,named_deep_8.json,named,deep,8,3,53,loading,38198
micro,named_deep_8.json,named,deep,8,3,53,saving,22078
micro,named_deep_8.json,named,deep,8,3,53,writing,440783
micro,named_wide_1.json,named,wide,1,3,11,reading,918962
micro,named_wide_1.json,named,wide,1,3,11,loading,33135
micro,named_wide_1.json,named,wide,1,3,11,saving,9960
micro,named_wide_1.json,named,wide,1,3,11,writing,234839
micro,named_wide_256.json,named,wide,256,3,2536,reading,4308105
micro,named_wide_256.json,named,wide,256,3,2536,loading,118979
micro,named_wide_256.json,named,wide,256,3,2536,saving,189231
micro,named_wide_256.json,named,wide,256,3,2536,writing,9372512
micro,list_wide_4.json,list,wide,4,3,22,reading,920213
micro,list_wide_4.json,list,wide,4,3,22,loading,67653
micro,list_wide_4.json,list,wide,4,3,22,saving,18299
micro,list_wide_4.json,list,wide,4,3,22,writing,220786
micro,list_wide_16.json,list,wide,16,3,82,reading,1016187
micro,list_wide_16.json,list,wide,16,3,82,loading,66831
micro,list_wide_16.json,list,wide,16,3,82,saving,16526
micro,list_wide_16.json,list,wide,16,3,82,writing,336193
micro,named_wide_64.json,named,wide,64,3,616,reading,1773585
micro,named_wide_64.json,named,wide,64,3,616,loading,55668
micro,named_wide_64.json,named,wide,64,3,616,saving,73665
micro,named_wide_64.json,named,wide,64,3,616,writing,2421687
micro,named_deep_32.json,named,deep,32,3,203,reading,346412
micro,named_deep_32.json,named,deep,32,3,203,loading,57949
micro,named_deep_32.json,named,deep,32,3,203,saving,55650
micro,named_deep_32.json,named,deep,32,3,203,writing,1396239
micro,named_deep_16.json,named,deep,16,3,101,reading,188353
micro,named_deep_16.json,named,deep,16,3,101,loading,44358
micro,named_deep_16.json,named,deep,16,3,101,saving,27841
micro,named_deep_16.json,named,deep,16,3,101,writing,705490
micro,named_deep_64.json,named,deep,64,3,427,reading,1553596
micro,named_deep_64.json,named,deep,64,3,427,loading,84451
micro,named_deep_64.json,named,deep,64,3,427,saving,99139
micro,named_deep_64.json,named,deep,64,3,427,writing,2145570
micro,list_deep_16.json,list,deep,16,3,37,reading,1005728
micro,list_deep_16.json,list,deep,16,3,37,loading,68725
micro,list_deep_16.json,list,deep,16,3,37,saving,22868
micro,list_deep_16.json,list,deep,16,3,37,writing,401310
micro,list_wide_8.json,list,wide,8,3,42,reading,953431
micro,list_wide_8.json,list,wide,8,3,42,loading,58564
micro,list_wide_8.json,list,wide,8,3,42,saving,14682
micro,list_wide_8.json,list,wide,8,3,42,writing,240612
micro,named_deep_2.json,named,deep,2,3,17,reading,67534
micro,named_deep_2.json,named,deep,2,3,17,loading,32467
micro,named_deep_2.json,named,deep,2,3,17,saving,17699
micro,named_deep_2.json,named,deep,2,3,17,writing,245239
micro,list_deep_2.json,list,deep,2,3,9,reading,37544
micro,list_deep_2.json,list,deep,2,3,9,loading,54485
micro,list_deep_2.json,list,deep,2,3,9,saving,12717
micro,list_deep_2.json,list,deep,2,3,9,writing,189058
micro,named_deep_2.json,named,deep,2,4,17,reading,64415
micro,named_deep_2.json,named,deep,2,4,17,loading,30830
micro,named_deep_2.json,named,deep,2,4,17,saving,10719
micro,named_deep_2.json,named,deep,2,4,17,writing,219074
micro,named_wide_8.json,named,wide,8,4,74,reading,156844
micro,named_wide_8.json,named,wide,8,4,74,loading,37821
micro,named_wide_8.json,named,wide,8,4,74,saving,16493
micro,named_wide_8.json,named,wide,8,4,74,writing,450599
micro,list_wide_4.json,list,wide,4,4,22,reading,53188
micro,list_wide_4.json,list,wide,4,4,22,loading,54044
micro,list_wide_4.json,list,wide,4,4,22,saving,13171
micro,list_wide_4.json,list,wide,4,4,22,writing,195261
micro,named_deep_1.json,named,deep,1,4,11,reading,55663
micro,named_deep_1.json,named,deep,1,4,11,loading,29111
micro,named_deep_1.json,named,deep,1,4,11,saving,9784
micro,named_deep_1.json,named,deep,1,4,11,writing,202382
micro,list_wide_32.json,list,wide,32,4,162,reading,246230
micro,list_wide_32.json,list,wide,32,4,162,loading,65544
micro,list_wide_32.json,list,wide,32,4,162,saving,26326
micro,list_wide_32.json,list,wide,32,4,162,writing,505202
micro,named_wide_4.json,named,wide,4,4,38,reading,89161
micro,named_wide_4.json,named,wide,4,4,38,loading,30310
micro,named_wide_4.json,named,wide,4,4,38,saving,10894
micro,named_wide_4.json,named,wide,4,4,38,writing,275472
micro,list_wide_128.json,list,wide,128,4,642,reading,883886
micro,list_wide_128.json,list,wide,128,4,642,loading,98920
micro,list_wide_128.json,list,wide,128,4,642,saving,59636
micro,list_wide_128.json,list,wide,128,4,642,writing,1829090
micro,named_deep_4.json,named,deep,4,4,29,reading,81629
micro,named_deep_4.json,named,deep,4,4,29,loading,32757
micro,named_deep_4.json,named,deep,4,4,29,saving,15960
micro,named_deep_4.json,named,deep,4,4,29,writing,289347
micro,list_wide_16.json,list,wide,16,4,82,reading,129984
micro,list_wide_16.json,list,wide,16,4,82,loading,59024
micro,list_wide_16.json,list,wide,16,4,82,saving,19910
micro,list_wide_16.json,list,wide,16,4,82,writing,316786
micro,named_wide_16.json,named,wide,16,4,146,reading,231422
micro,named_wide_16.json,named,wide,16,4,146,loading,33951
micro,named_wide_16.json,named,wide,16,4,146,saving,26653
micro,named_wide_16.json,named,wide,16,4,146,writing,662596
micro,named_wide_2.json,named,wide,2,4,20,reading,69636
micro,named_wide_2.json,named,wide,2,4,20,loading,30646
micro,named_wide_2.json,named,wide,2,4,20,saving,14323
micro,named_wide_2.json,named,wide,2,4,20,writing,240224
micro,named_deep_8.json,named,deep,8,4,53,reading,111028
micro,named_deep_8.json,named,deep,8,4,53,loading,35762
micro,named_deep_8.json,named,deep,8,4,53,saving,20484
micro,named_deep_8.json,named,deep,8,4,53,writing,441422
micro,list_deep_2.json,list,deep,2,4,9,reading,38738
micro,list_deep_2.json,list,deep,2,4,9,loading,54638
micro,list_deep_2.json,list,deep,2,4,9,saving,19355
micro,list_deep_2.json,list,deep,2,4,9,writing,210017
micro,named_deep_32.json,named,deep,32,4,203,reading,331419
micro,named_deep_32.json,named,deep,32,4,203,loading,57844
micro,named_deep_32.json,named,deep,32,4,203,saving,61198
micro,named_deep_32.json,named,deep,32,4,203,writing,1423625
micro,named_wide_256.json,named,wide,256,4,2536,reading,3618250
micro,named_wide_256.json,named,wide,256,4,2536,loading,133742
micro,named_wide_256.json,named,wide,256,4,2536,saving,169415
micro,named_wide_256.json,named,wide,256,4,2536,writing,8881664
micro,list_deep_4.json,list,deep,4,4,13,reading,46112
micro,list_deep_4.json,list,deep,4,4,13,loading,55333
micro,list_deep_4.json,list,deep,4,4,13,saving,12919
micro,list_deep_4.json,list,deep,4,4,13,writing,213004
micro,list_wide_2.json,list,wide,2,4,12,reading,40757
micro,list_wide_2.json,list,wide,2,4,12,loading,53699
micro,list_wide_2.json,list,wide,2,4,12,saving,12790
micro,list_wide_2.json,list,wide,2,4,12,writing,164987
micro,named_wide_128.json,named,wide,128,4,1256,reading,1670329
micro,named_wide_128.json,named,wide,128,4,1256,loading,79848
micro,named_wide_128.json,named,wide,128,4,1256,saving,79791
micro,named_wide_128.json,named,wide,128,4,1256,writing,5056911
micro,list_deep_32.json,list,deep,32,4,69,reading,122480
micro,list_deep_32.json,list,deep,32,4,69,loading,72340
micro,list_deep_32.json,list,deep,32,4,69,saving,34402
micro,list_deep_32.json,list,deep,32,4,69,writing,600068
micro,named_deep_16.json,named,deep,16,4,101,reading,192980
micro,named_deep_16.json,named,deep,16,4,101,loading,45221
micro,named_deep_16.json,named,deep,16,4,101,saving,42754
micro,named_deep_16.json,named,deep,16,4,101,writing,744689
